City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Taltal,CL,2021-04-21 07:26:35,-25.4,-70.4833,61.68,77,2,5.01
278,Tautira,PF,2021-04-21 07:26:35,-17.7333,-149.15,77.0,83,75,4.61
279,Azle,US,2021-04-21 07:26:36,32.8951,-97.5459,39.0,81,1,4.61
280,Beidao,CN,2021-04-21 07:26:36,34.5686,105.8933,70.83,46,100,8.7
281,Hidalgo,MX,2021-04-21 07:24:38,20.5,-99.0,57.33,85,46,4.43
282,Jiangyou,CN,2021-04-21 07:26:37,31.7667,104.7167,70.99,63,92,5.95
283,Peleduy,RU,2021-04-21 07:26:37,59.6289,112.7406,27.12,76,100,10.49
284,Xifeng,CN,2021-04-21 07:26:37,42.7372,124.7222,78.62,16,45,16.62
285,Baturaja,ID,2021-04-21 07:26:38,-4.1333,104.1667,90.28,52,73,4.52
286,Ponta Delgada,PT,2021-04-21 07:26:38,37.7333,-25.6667,60.8,94,40,14.97
287,Westlock,CA,2021-04-21 07:26:39,54.1502,-113.8688,30.2,80,0,4.61
288,Los Llanos De Aridane,ES,2021-04-21 07:26:39,28.6585,-17.9182,68.0,68,75,8.05
289,Kavieng,PG,2021-04-21 07:26:39,-2.5744,150.7967,83.43,73,99,10.51
290,Luderitz,NA,2021-04-21 07:26:40,-26.6481,15.1594,73.29,52,100,8.7
291,Karatau,KZ,2021-04-21 07:26:40,43.1667,70.4667,36.86,98,100,10.69
292,Tual,ID,2021-04-21 07:26:41,-5.6667,132.75,83.73,72,96,9.24
293,Kokomo,US,2021-04-21 07:21:43,40.4864,-86.1336,27.0,100,40,6.91
294,Shiraz,IR,2021-04-21 07:26:41,29.6036,52.5388,80.6,21,0,4.61
295,Kodiak,US,2021-04-21 07:26:42,57.79,-152.4072,41.0,87,90,14.97
296,Revelstoke,CA,2021-04-21 07:26:42,50.9832,-118.2023,39.2,70,1,2.62
297,Goshen,US,2021-04-21 07:23:29,41.5823,-85.8344,30.0,93,1,5.75
298,Antsohihy,MG,2021-04-21 07:26:43,-14.8796,47.9875,82.6,66,98,13.15
299,Quatre Cocos,MU,2021-04-21 07:26:43,-20.2078,57.7625,82.4,74,75,11.5
300,Dubbo,AU,2021-04-21 07:26:43,-32.25,148.6167,60.8,36,0,9.22
301,Reading,GB,2021-04-21 07:22:21,51.4562,-0.9711,51.01,87,40,10.36
302,Puerto Padre,CU,2021-04-21 07:26:44,21.195,-76.6028,73.4,60,61,4.61
303,Kuito,AO,2021-04-21 07:24:23,-12.3833,16.9333,63.18,63,9,8.7
304,Verkhnevilyuysk,RU,2021-04-21 07:26:45,63.4453,120.3167,24.73,68,100,4.85
305,Jacareacanga,BR,2021-04-21 07:26:45,-6.2222,-57.7528,70.88,99,100,1.12
306,Pailon,BO,2021-04-21 07:26:46,-17.65,-62.75,71.6,94,40,3.44
307,Sitka,US,2021-04-21 07:23:45,57.0531,-135.33,42.8,81,90,3.44
308,Lakatoro,VU,2021-04-21 07:26:46,-16.0999,167.4164,82.35,79,100,7.56
309,Obidos,BR,2021-04-21 07:26:47,-1.9175,-55.5181,73.06,96,100,2.08
310,Indianola,US,2021-04-21 07:26:47,41.3581,-93.5574,32.0,51,40,4.61
311,Huron,US,2021-04-21 07:26:47,41.1501,-82.5499,32.0,92,100,12.66
312,Boysun,UZ,2021-04-21 07:26:48,38.2061,67.1986,63.09,39,4,10.04
313,Panaba,MX,2021-04-21 07:26:48,21.2833,-88.2667,74.7,92,51,4.97
314,Isakly,RU,2021-04-21 07:26:49,54.1333,51.5333,44.73,37,100,20.42
315,Valdivia,CL,2021-04-21 07:26:49,-39.8142,-73.2459,50.0,100,90,1.14
316,Maceio,BR,2021-04-21 07:26:50,-9.6658,-35.7353,73.4,100,20,4.61
317,Bathsheba,BB,2021-04-21 07:26:50,13.2167,-59.5167,75.2,69,75,21.85
318,Wellington,NZ,2021-04-21 07:26:42,-41.2866,174.7756,59.0,82,94,12.66
319,Veraval,IN,2021-04-21 07:26:51,20.9,70.3667,87.12,55,100,13.58
320,Ust-Ilimsk,RU,2021-04-21 07:26:51,58.0006,102.6619,24.96,50,100,8.37
321,Tasiilaq,GL,2021-04-21 07:26:51,65.6145,-37.6368,19.4,68,20,4.61
322,Namatanai,PG,2021-04-21 07:23:10,-3.6667,152.4333,82.76,76,49,12.66
323,Nynashamn,SE,2021-04-21 07:26:52,58.9034,17.9479,50.0,40,0,6.91
324,Xinzhi,CN,2021-04-21 07:26:53,36.4989,111.7047,57.74,74,100,2.15
325,Kyren,RU,2021-04-21 07:26:53,51.6828,102.1408,29.88,76,100,6.38
326,Tiarei,PF,2021-04-21 07:26:53,-17.5333,-149.3333,77.0,83,75,4.61
327,Cururupu,BR,2021-04-21 07:26:54,-1.8283,-44.8683,72.95,97,100,1.83
328,Port Keats,AU,2021-04-21 07:26:54,-14.25,129.55,89.11,40,53,8.52
329,Geraldton,AU,2021-04-21 07:26:55,-28.7667,114.6,86.0,19,3,10.36
330,Olafsvik,IS,2021-04-21 07:26:55,64.8945,-23.7142,40.08,87,100,10.51
331,Brae,GB,2021-04-21 07:26:55,60.3964,-1.353,41.0,56,20,14.97
332,Kungurtug,RU,2021-04-21 07:26:56,50.5994,97.5228,27.95,90,100,0.72
333,Zeya,RU,2021-04-21 07:26:56,53.75,127.2667,56.73,41,87,8.61
334,Slave Lake,CA,2021-04-21 07:26:57,55.2834,-114.769,33.8,64,1,3.62
335,Aginskoye,RU,2021-04-21 07:26:57,51.1,114.53,68.07,22,38,16.46
336,Wajima,JP,2021-04-21 07:26:57,37.4,136.9,62.6,15,0,5.75
337,Verkhoyansk,RU,2021-04-21 07:26:58,67.5447,133.385,24.8,66,100,4.14
338,Quang Ngai,VN,2021-04-21 07:26:58,15.1167,108.8,87.73,64,98,10.18
339,Anderson,US,2021-04-21 07:26:59,34.5334,-82.6499,55.0,82,1,3.44
340,Arlit,NE,2021-04-21 07:26:59,18.7369,7.3853,90.3,6,4,13.49
341,Finschhafen,PG,2021-04-21 07:26:59,-6.6024,147.8681,84.0,76,100,5.59
342,Haines Junction,CA,2021-04-21 07:27:00,60.7522,-137.5108,39.2,52,100,19.57
343,Williams Lake,CA,2021-04-21 07:27:00,52.1415,-122.1445,42.8,39,1,3.44
344,Sibolga,ID,2021-04-21 07:27:01,1.7427,98.7792,86.07,64,100,6.78
345,Matara,LK,2021-04-21 07:27:01,5.9485,80.5353,85.15,68,100,10.47
346,Samarai,PG,2021-04-21 07:27:02,-10.6167,150.6667,84.07,73,97,10.96
347,Grindavik,IS,2021-04-21 07:27:02,63.8424,-22.4338,39.2,87,90,6.91
348,Hovd,MN,2021-04-21 07:27:03,48.0056,91.6419,39.11,50,80,11.7
349,Chimbote,PE,2021-04-21 07:27:03,-9.0853,-78.5783,65.91,90,95,5.37
350,Sandwick,GB,2021-04-21 07:27:03,60.0,-1.25,41.0,56,20,14.97
351,Glyadyanskoye,RU,2021-04-21 07:27:04,54.9075,65.0883,52.48,43,1,9.64
352,Sao Miguel Do Iguacu,BR,2021-04-21 07:27:04,-25.3481,-54.2378,64.4,88,0,10.36
353,Nemuro,JP,2021-04-21 07:27:05,43.3236,145.575,37.4,87,75,10.36
354,Harper,LR,2021-04-21 07:27:05,4.375,-7.7169,80.73,83,47,4.23
355,Faya,SA,2021-04-21 07:27:05,18.3851,42.4509,77.0,14,0,8.05
356,Portland,US,2021-04-21 07:24:07,45.5234,-122.6762,57.0,63,11,2.35
357,Prince Rupert,CA,2021-04-21 07:27:06,54.3161,-130.3201,46.4,87,90,3.44
358,North Bend,US,2021-04-21 07:27:06,43.4065,-124.2243,48.99,93,90,11.5
359,Banda Aceh,ID,2021-04-21 07:25:03,5.5577,95.3222,86.58,65,100,12.21
360,Dalby,AU,2021-04-21 07:27:07,-27.1833,151.2667,75.0,25,0,1.99
361,Nikolskoye,RU,2021-04-21 07:27:07,59.7035,30.7861,44.01,75,40,6.71
362,Marfino,RU,2021-04-21 07:27:08,55.7028,37.3822,37.99,87,90,6.71
363,Sao Filipe,CV,2021-04-21 07:27:08,14.8961,-24.4956,71.33,75,99,12.84
364,Cayenne,GF,2021-04-21 07:27:08,4.9333,-52.3333,79.0,100,90,6.26
365,Trairi,BR,2021-04-21 07:27:09,-3.2778,-39.2689,73.89,91,100,2.53
366,Gatesville,US,2021-04-21 07:27:09,31.4352,-97.7439,43.0,75,1,3.44
367,Kargasok,RU,2021-04-21 07:27:10,59.0556,80.8572,29.3,70,100,11.3
368,Bambous Virieux,MU,2021-04-21 07:27:10,-20.3428,57.7575,82.4,74,75,11.5
369,Byron Bay,AU,2021-04-21 07:27:10,-28.65,153.6167,75.2,31,0,11.5
370,Mantua,IT,2021-04-21 07:27:11,45.1667,10.7833,55.0,82,5,2.3
371,Semey,KZ,2021-04-21 07:27:11,50.4111,80.2275,39.2,22,0,11.18
372,Alamos,MX,2021-04-21 07:27:12,27.0167,-108.9333,73.0,38,82,3.09
373,Dole,FR,2021-04-21 07:27:12,47.0833,5.5,48.99,87,0,1.14
374,Maragogi,BR,2021-04-21 07:27:12,-9.0122,-35.2225,76.91,89,97,7.0
375,Seoul,KR,2021-04-21 07:24:26,37.5683,126.9778,84.2,24,100,5.75
376,Caravelas,BR,2021-04-21 07:27:13,-17.7125,-39.2481,70.77,93,100,2.86
377,Qaqortoq,GL,2021-04-21 07:27:13,60.7167,-46.0333,46.4,31,75,23.02
378,Norman Wells,CA,2021-04-21 07:27:14,65.282,-126.8329,23.0,86,90,17.27
379,Cravo Norte,CO,2021-04-21 07:27:14,6.3017,-70.2041,82.0,49,100,3.67
380,Sarakhs,IR,2021-04-21 07:27:15,36.5449,61.1577,84.2,23,0,9.22
381,Pimentel,PE,2021-04-21 07:27:15,-6.8367,-79.9342,64.0,87,97,5.01
382,Leningradskiy,RU,2021-04-21 07:27:15,69.3833,178.4167,28.74,71,5,8.39
383,Puri,IN,2021-04-21 07:27:16,19.8,85.85,98.6,49,40,11.5
384,Te Karaka,NZ,2021-04-21 07:27:16,-38.4654,177.8679,58.28,98,34,0.85
385,Volovo,UA,2021-04-21 07:27:17,48.5246,23.5056,48.0,84,32,8.01
386,Novyy Urengoy,RU,2021-04-21 07:27:17,66.0833,76.6333,21.34,85,100,11.25
387,Berdigestyakh,RU,2021-04-21 07:27:17,62.0989,126.6992,26.62,62,99,3.65
388,Cordoba,AR,2021-04-21 07:25:28,-31.4135,-64.1811,69.01,82,0,11.5
389,Tahoua,NE,2021-04-21 07:23:13,14.8888,5.2692,95.0,26,0,9.22
390,Sioux Lookout,CA,2021-04-21 07:24:07,50.1001,-91.917,21.2,63,75,2.3
391,Bibiani,GH,2021-04-21 07:27:18,6.4635,-2.3194,74.35,96,100,2.44
392,Henties Bay,NA,2021-04-21 07:27:19,-22.116,14.2845,73.99,70,12,1.01
393,Clyde River,CA,2021-04-21 07:27:19,70.4692,-68.5914,-0.4,85,90,3.44
394,Dire,ML,2021-04-21 07:27:20,12.2833,-10.9667,83.57,30,19,5.46
395,Kysyl-Syr,RU,2021-04-21 07:27:20,63.8986,122.7617,24.08,71,100,4.97
396,Usakos,NA,2021-04-21 07:27:21,-22.0,15.6,72.63,28,8,14.94
397,Yar-Sale,RU,2021-04-21 07:27:21,66.8333,70.8333,30.33,94,98,13.44
398,Sisimiut,GL,2021-04-21 07:27:21,66.9395,-53.6735,19.56,74,11,9.4
399,Willowmore,ZA,2021-04-21 07:27:22,-33.2926,23.4895,68.59,47,100,2.91
400,Maamba,ZM,2021-04-21 07:27:22,-17.3667,27.15,70.21,56,76,6.2
401,Batemans Bay,AU,2021-04-21 07:27:22,-35.7167,150.1833,60.01,67,76,1.01
402,Kawhia,NZ,2021-04-21 07:27:23,-38.0651,174.8183,62.01,92,78,4.0
403,Northam,GB,2021-04-21 07:27:23,51.0333,-4.2167,51.01,89,80,1.01
404,Coihaique,CL,2021-04-21 07:27:24,-45.5752,-72.0662,46.4,93,90,2.3
405,Bairiki,KI,2021-04-21 07:27:24,1.3292,172.9752,82.4,83,40,10.36
406,Lagawe,PH,2021-04-21 07:27:25,16.8,121.1192,81.91,74,100,1.34
407,Golyshmanovo,RU,2021-04-21 07:27:25,56.3979,68.3728,43.83,56,94,12.77
408,Estelle,US,2021-04-21 07:27:25,29.8458,-90.1067,64.0,87,0,6.98
409,Hami,CN,2021-04-21 07:27:26,42.8,93.45,79.45,10,100,2.1
410,Shache,CN,2021-04-21 07:27:26,38.4167,77.2406,74.35,13,97,1.5
411,Concarneau,FR,2021-04-21 07:27:27,47.875,-3.9225,51.8,71,0,4.61
412,Fortuna,US,2021-04-21 07:27:27,40.5982,-124.1573,50.0,100,90,5.75
413,Tilichiki,RU,2021-04-21 07:27:28,60.4667,166.1,27.82,90,20,3.69
414,Seybaplaya,MX,2021-04-21 07:27:28,19.65,-90.6667,76.73,88,93,7.49
415,Bereda,ES,2021-04-21 07:27:28,43.2686,-7.5406,48.99,100,100,1.16
416,Kingseat,GB,2021-04-21 07:27:29,56.0974,-3.4084,44.01,65,0,10.36
417,Freeport,US,2021-04-21 07:27:21,40.6576,-73.5832,53.01,82,1,13.8
418,Wau,SS,2021-04-21 07:27:29,7.7029,27.9953,85.26,51,100,10.22
419,Gizeh,EG,2021-04-21 07:25:40,30.0081,31.2109,68.0,52,0,16.11
420,Gasa,PS,2021-04-21 07:24:33,31.5,34.4667,73.99,50,8,10.56
421,Puerto Madero,MX,2021-04-21 07:27:30,14.7208,-92.4215,80.58,70,58,3.18
422,Sangar,RU,2021-04-21 07:27:31,63.9242,127.4739,23.54,75,100,9.93
423,Suntar,RU,2021-04-21 07:27:31,62.1444,117.6319,27.37,81,100,8.61
424,Dehloran,IR,2021-04-21 07:27:32,32.6941,47.2679,96.04,14,70,5.39
425,Ribeira Grande,PT,2021-04-21 07:27:32,38.5167,-28.7,62.6,88,40,14.97
426,San Quintin,MX,2021-04-21 07:27:33,30.4833,-115.95,55.9,84,99,8.72
427,Hanyang,CN,2021-04-21 07:27:33,32.1371,105.5126,68.38,62,67,2.33
428,Bekovo,RU,2021-04-21 07:27:33,52.4663,43.712,48.22,89,100,18.86
429,Farmington,US,2021-04-21 07:27:34,36.7281,-108.2187,42.8,24,1,4.61
430,Necochea,AR,2021-04-21 07:27:34,-38.5473,-58.7368,63.0,92,0,8.01
431,Road Town,VG,2021-04-21 07:27:35,18.4167,-64.6167,78.01,82,10,7.0
432,Gat,IL,2021-04-21 07:27:35,31.61,34.7642,73.99,51,10,1.01
433,Assiniboia,CA,2021-04-21 07:27:35,49.6334,-105.9845,23.0,74,3,9.22
434,Havelock,US,2021-04-21 07:27:36,34.8791,-76.9013,59.0,87,1,5.46
435,Syava,RU,2021-04-21 07:27:36,58.0146,46.3222,37.67,71,100,16.69
436,Hauzenberg,DE,2021-04-21 07:27:37,48.65,13.6333,46.99,85,11,3.0
437,Nazca,PE,2021-04-21 07:27:37,-14.8333,-74.95,68.52,76,0,4.03
438,Fukuma,JP,2021-04-21 07:27:37,33.7667,130.4667,77.0,52,0,13.8
439,Turukhansk,RU,2021-04-21 07:27:38,65.8167,87.9833,25.81,79,46,9.06
440,Kizema,RU,2021-04-21 07:27:38,61.113,44.8302,46.51,41,100,13.85
441,Tefe,BR,2021-04-21 07:27:39,-3.3542,-64.7114,72.19,99,100,1.41
442,Elko,US,2021-04-21 07:27:39,41.0002,-115.5012,45.0,31,100,10.0
443,Cortez,US,2021-04-21 07:27:40,37.3489,-108.5859,35.6,41,1,3.44
444,Bontang,ID,2021-04-21 07:27:40,0.1333,117.5,83.89,77,100,9.48
445,Port Moresby,PG,2021-04-21 07:27:40,-9.4431,147.1797,86.0,74,40,17.27
446,Manggar,ID,2021-04-21 07:27:41,-2.8833,108.2667,87.01,58,28,12.12
447,Argelia,CO,2021-04-21 07:27:41,2.2556,-77.2488,65.66,98,100,1.79
448,Bubaque,GW,2021-04-21 07:27:42,11.2833,-15.8333,78.12,66,93,11.12
449,Svetlaya,RU,2021-04-21 07:27:42,46.5389,138.3297,52.07,41,0,4.07
450,Taoudenni,ML,2021-04-21 07:27:42,22.6783,-3.9836,81.3,15,11,7.96
451,Montijo,PT,2021-04-21 07:27:43,38.7067,-8.9739,62.01,82,40,6.91
452,Manturovo,RU,2021-04-21 07:27:43,58.3353,44.7619,34.16,95,100,16.2
453,Cockburn Town,TC,2021-04-21 07:27:44,21.4612,-71.1419,77.83,79,17,21.21
454,Erenhot,CN,2021-04-21 07:26:43,43.6475,111.9767,72.59,23,100,12.44
455,Ramgarh,IN,2021-04-21 07:27:44,23.6333,85.5167,98.6,32,75,5.75
456,Thinadhoo,MV,2021-04-21 07:27:45,0.5333,72.9333,82.42,64,5,4.12
457,Myitkyina,MM,2021-04-21 07:27:45,25.3833,97.4,103.95,14,1,2.98
458,Kabinda,CD,2021-04-21 07:27:46,-6.1333,24.4833,72.16,82,100,5.79
459,Kalmunai,LK,2021-04-21 07:27:46,7.4167,81.8167,88.54,58,59,8.32
460,Shenjiamen,CN,2021-04-21 07:27:46,29.9576,122.298,63.14,84,0,13.94
461,Morayfield,AU,2021-04-21 07:27:47,-27.1167,152.95,80.6,28,0,16.11
462,Barabai,ID,2021-04-21 07:27:47,-2.5833,115.3833,93.22,43,75,2.75
463,Bhadrachalam,IN,2021-04-21 07:27:48,17.6667,80.8833,101.97,27,8,8.9
464,Abatskoye,RU,2021-04-21 07:27:48,56.2875,70.4555,43.16,44,16,13.96
465,Araouane,ML,2021-04-21 07:27:48,18.9048,-3.5265,79.9,7,3,7.16
466,Umm Lajj,SA,2021-04-21 07:27:49,25.0213,37.2685,83.73,53,24,7.43
467,Skibbereen,IE,2021-04-21 07:27:49,51.55,-9.2667,42.8,100,20,10.36
468,Novokorsunskaya,RU,2021-04-21 07:27:49,45.6408,39.1464,61.0,72,40,11.18
469,Sakakah,SA,2021-04-21 07:27:50,29.9697,40.2064,87.8,16,0,10.36
470,Havre-Saint-Pierre,CA,2021-04-21 07:27:50,50.2334,-63.5986,32.0,100,90,4.61
471,Bosaso,SO,2021-04-21 07:27:51,11.2842,49.1816,82.4,89,0,13.8
472,Ormara,PK,2021-04-21 07:27:51,25.2088,64.6357,85.66,57,0,15.28
473,Baruun-Urt,MN,2021-04-21 07:27:51,46.6806,113.2792,75.47,9,100,20.47
474,Bandarbeyla,SO,2021-04-21 07:25:16,9.4942,50.8122,85.89,65,66,9.35
475,Eureka,US,2021-04-21 07:27:52,40.8021,-124.1637,50.0,90,58,6.15
476,Kristiansund,NO,2021-04-21 07:27:52,63.1115,7.732,33.8,93,75,6.91
477,Huambo,AO,2021-04-21 07:27:53,-12.7761,15.7392,63.19,64,22,5.12
478,Antalaha,MG,2021-04-21 07:27:53,-14.9003,50.2788,80.42,74,89,10.69
479,Walvis Bay,NA,2021-04-21 07:27:54,-22.9575,14.5053,75.2,35,92,4.61
480,Hamilton,US,2021-04-21 07:27:54,39.1834,-84.5333,33.01,93,90,9.22
481,Las Varas,MX,2021-04-21 07:27:54,21.1667,-105.1667,73.0,74,32,4.63
482,Massakory,TD,2021-04-21 07:27:55,12.996,15.7293,88.45,6,95,13.35
483,Nizwa,OM,2021-04-21 07:26:56,22.9333,57.5333,94.75,9,0,6.8
484,Darnah,LY,2021-04-21 07:27:55,32.767,22.6367,61.02,62,0,8.7
485,Dong Hoi,VN,2021-04-21 07:27:56,17.4833,106.6,83.84,78,20,11.39
486,San Andres,CO,2021-04-21 07:27:56,12.5847,-81.7006,80.6,78,20,11.5
487,Alta Floresta,BR,2021-04-21 07:27:56,-9.8756,-56.0861,68.83,98,98,2.13
488,Devonport,AU,2021-04-21 07:27:57,-41.1667,146.35,50.0,78,100,13.09
489,Giyon,ET,2021-04-21 07:27:57,8.5333,37.9833,76.32,30,100,14.12
490,Svetlogorsk,BY,2021-04-21 07:27:58,52.6333,29.7333,43.84,75,100,4.61
491,Keith,GB,2021-04-21 07:27:58,57.5363,-2.9481,41.0,81,20,8.05
492,Rio Blanco,MX,2021-04-21 07:27:58,18.8333,-97.15,64.29,90,87,2.3
493,Palembang,ID,2021-04-21 07:27:59,-2.9167,104.7458,89.6,62,40,8.05
494,Santa Comba,ES,2021-04-21 07:27:59,43.0331,-8.8093,48.99,94,100,1.01
495,Buraydah,SA,2021-04-21 07:28:00,26.326,43.975,89.6,25,0,5.75
496,Viedma,AR,2021-04-21 07:28:00,-40.8135,-62.9967,64.13,79,93,18.68
497,Hattiesburg,US,2021-04-21 07:28:01,31.3271,-89.2903,55.99,87,1,11.05
498,Vila Velha,BR,2021-04-21 07:28:01,-20.3297,-40.2925,75.0,94,0,4.61
499,Broome,US,2021-04-21 07:28:01,42.2506,-75.833,37.99,75,90,5.75
500,Maldonado,UY,2021-04-21 07:28:02,-34.6667,-54.9167,64.4,88,40,6.91
501,Emerald,AU,2021-04-21 07:28:03,-23.5333,148.1667,86.0,42,90,2.3
502,Sinnamary,GF,2021-04-21 07:28:03,5.3833,-52.95,76.39,86,100,6.4
503,Montepuez,MZ,2021-04-21 07:28:03,-13.1256,38.9997,74.8,67,21,10.09
504,Kjollefjord,NO,2021-04-21 07:28:04,70.9457,27.3465,42.8,61,0,19.57
505,Poya,NC,2021-04-21 07:28:04,-21.35,165.15,74.79,86,97,6.33
506,Jalu,LY,2021-04-21 07:28:05,29.0331,21.5482,66.45,37,6,12.21
507,Santa Fe,AR,2021-04-21 07:28:05,-31.6333,-60.7,66.99,83,0,3.0
508,Sumbe,AO,2021-04-21 07:28:06,-11.2061,13.8437,81.57,69,34,4.56
509,Cocorit,MX,2021-04-21 07:28:06,27.5833,-109.9667,70.57,36,6,5.5
510,Beira,MZ,2021-04-21 07:28:07,-19.8436,34.8389,75.2,78,75,11.65
511,Bundaberg,AU,2021-04-21 07:28:07,-24.85,152.35,79.0,69,79,17.27
512,Nhulunbuy,AU,2021-04-21 07:25:14,-12.2333,136.7667,82.4,78,40,5.75
513,Curup,ID,2021-04-21 07:28:08,-3.4667,102.5333,76.86,89,100,1.32
514,Izmaylovo,RU,2021-04-21 07:28:08,53.7211,47.2458,36.88,81,100,18.52
515,Nabire,ID,2021-04-21 07:28:08,-3.3667,135.4833,84.6,69,99,3.67
516,Bydgoszcz,PL,2021-04-21 07:28:09,53.1235,18.0076,53.01,76,0,4.61
517,Porto Belo,BR,2021-04-21 07:28:09,-27.1578,-48.5531,72.0,71,54,8.88
518,Along,IN,2021-04-21 07:28:10,28.1667,94.7667,91.09,27,16,2.48
519,Dahuk,IQ,2021-04-21 07:28:10,36.8695,42.994,84.6,28,100,1.97
520,Paamiut,GL,2021-04-21 07:28:11,61.994,-49.6678,25.48,64,0,7.7
521,Port Hawkesbury,CA,2021-04-21 07:28:11,45.6169,-61.3485,36.0,100,1,3.44
522,Beloha,MG,2021-04-21 07:28:11,-25.1667,45.05,78.33,54,10,14.52
523,Aykhal,RU,2021-04-21 07:28:12,66.0,111.5,16.81,73,100,8.61
524,Nanakuli,US,2021-04-21 07:28:12,21.3906,-158.1547,77.0,69,90,7.65
525,Gao,ML,2021-04-21 07:28:13,16.6362,1.637,86.85,4,98,11.01
526,Wagar,SD,2021-04-21 07:25:08,16.1525,36.2032,96.85,22,1,13.27
527,San Blas,MX,2021-04-21 07:28:13,21.5167,-105.2667,68.49,79,6,3.78
528,Yagodnoye,RU,2021-04-21 07:28:14,62.55,149.6667,30.9,87,99,3.31
529,Singaparna,ID,2021-04-21 07:28:14,-7.3515,108.111,86.25,45,39,6.44
530,Morrope,PE,2021-04-21 07:28:14,-6.5417,-80.0111,64.0,87,91,5.01
531,Comarapa,BO,2021-04-21 07:28:15,-17.9,-64.4833,55.27,96,64,1.66
532,Mutis,CO,2021-04-21 07:28:15,6.2262,-77.4044,77.86,87,96,2.62
533,Nelson,NZ,2021-04-21 07:28:16,-41.2833,173.2833,60.01,86,49,1.99
534,Abalak,RU,2021-04-21 07:28:16,58.1286,68.5944,42.51,44,6,8.48
535,Paoua,CF,2021-04-21 07:28:17,7.2427,16.4406,84.09,48,99,7.81
536,Tabat,ID,2021-04-21 07:28:17,-2.635,115.2274,94.96,39,59,2.71
537,Antigonish,CA,2021-04-21 07:28:17,45.6169,-61.9986,45.0,87,100,4.61
538,Belmonte,BR,2021-04-21 07:28:18,-15.8631,-38.8828,73.4,88,0,3.44
539,Shumskiy,RU,2021-04-21 07:28:18,54.8318,99.1328,33.15,38,100,8.25
540,Toccoa,US,2021-04-21 07:28:19,34.5773,-83.3324,55.0,87,40,4.76
541,Hoopstad,ZA,2021-04-21 07:28:19,-27.8327,25.9083,64.62,35,0,7.96
542,Dali,CN,2021-04-21 07:28:19,25.7,100.1833,79.99,23,1,6.73
543,Tanete,ID,2021-04-21 07:28:20,-3.9443,119.7848,89.02,55,38,5.28
544,Severnyy,RU,2021-04-21 07:28:20,50.677,36.5532,42.8,93,90,6.71
545,Saint-Augustin,CA,2021-04-21 07:28:21,51.226,-58.6502,35.64,82,100,1.52
546,Victor Harbor,AU,2021-04-21 07:28:21,-35.5667,138.6167,60.01,59,99,12.21
547,Huilong,CN,2021-04-21 07:28:21,31.8111,121.655,73.0,71,8,7.0
548,Antofagasta,CL,2021-04-21 07:23:29,-23.65,-70.4,59.0,88,0,2.3
549,Vysokogornyy,RU,2021-04-21 07:28:22,50.1167,139.15,36.97,92,35,4.14
550,Salalah,OM,2021-04-21 07:28:22,17.0151,54.0924,86.0,70,0,11.5
551,Krutinka,RU,2021-04-21 07:28:23,56.0055,71.5113,39.33,52,6,13.87
552,Flinders,AU,2021-04-21 07:28:23,-34.5833,150.8552,62.01,65,5,1.99
553,Nanortalik,GL,2021-04-21 07:28:24,60.1432,-45.2371,35.82,76,100,4.36
554,Kilindoni,TZ,2021-04-21 07:27:11,-7.9139,39.6668,77.99,82,100,15.82
